transaction_id,customer_id,merchant_id,amount,currency,timestamp,device_id,ip_address,location,lat,lon,payment_method,beneficiary_id,transaction_status,customer_age_days,customer_avg_amount,customer_transaction_count,previous_fraud_alerts,chargeback_history,is_fraud,fraud_type,velocity_1m,velocity_10m,velocity_1h,velocity_24h,amount_to_baseline_ratio
txn_d5a7df0141,cust_00177,merch_e7abd3f203,923.7,INR,2026-06-07T10:23:01,dev_bfafc7959f,49.120.247.20,Mumbai,19.076,72.8777,netbanking,benef_3ac65f1a41,completed,929,1102.31,480,0,0,0,none,1,1,4,9,0.838
txn_0ec5172f9b,cust_00265,merch_dd82948f35,820.49,INR,2026-06-21T10:24:54,dev_c8b2bcb92c,49.135.250.93,Mumbai,19.076,72.8777,upi,benef_eed12e0201,completed,2159,685.77,430,0,0,0,none,1,2,1,5,1.196
txn_1047f83fe0,cust_00075,merch_2340f5e723,2394.52,INR,2026-06-06T00:14:58,dev_8ca208b6a1,49.169.22.73,Delhi,28.7041,77.1025,wallet,benef_428924386a,completed,1377,3238.08,130,0,0,0,none,1,2,2,4,0.739
txn_cf73a70ead,cust_00090,merch_d78340946b,3016.22,INR,2026-06-11T20:28:08,dev_0b380fbc0a,49.125.57.70,Hyderabad,17.385,78.4867,upi,benef_a618977a6a,completed,123,2784.27,213,0,0,0,none,1,2,3,6,1.083
txn_a297732857,cust_00457,merch_514e977767,3297.98,INR,2026-07-22T18:09:08,dev_b9f64e1f6a,49.140.56.254,Ahmedabad,23.0225,72.5714,netbanking,benef_c0a1af48dc,completed,1018,2723.38,489,0,0,0,none,1,0,3,5,1.211
txn_ed46cbb8a5,cust_00308,merch_2029e75855,3247.75,INR,2026-07-27T04:10:39,dev_dd8e7aab42,49.209.84.240,Delhi,28.7041,77.1025,upi,benef_0f91b8e015,completed,1285,3592.82,477,0,0,0,none,0,2,4,8,0.904
txn_8f7080fce6,cust_00131,merch_5b4ca87e59,5251.68,INR,2026-06-29T11:29:27,dev_580c9ea88e,49.237.68.202,Hyderabad,17.385,78.4867,netbanking,benef_735ecc38ea,completed,2420,4810.11,330,0,0,0,none,1,2,4,3,1.092
txn_daddb5934c,cust_00088,merch_c84b2d9f81,4494.39,INR,2026-06-11T22:41:38,dev_dbf7599db4,49.232.198.150,Kolkata,22.5726,88.3639,card,benef_812a792f01,completed,85,5692.55,220,0,0,0,none,1,2,2,6,0.79
txn_45ff74d6fb,cust_00169,merch_07be2912df,2101.34,INR,2026-07-18T00:43:26,dev_10e1e5cdca,49.61.98.147,Mumbai,19.076,72.8777,netbanking,benef_505825e9d3,completed,1216,2346.07,68,0,0,0,none,1,0,3,4,0.896
txn_525f516316,cust_00365,merch_a70bbe3fcf,1511.08,INR,2026-06-17T08:35:10,dev_063fe02916,49.168.221.90,Delhi,28.7041,77.1025,card,benef_33d43870f4,completed,2205,976.21,53,0,0,0,none,0,0,0,10,1.548
txn_e10e010bc5,cust_00398,merch_5ca7180d9a,1274.92,INR,2026-06-10T08:54:53,dev_a2a79effe3,49.236.25.135,Mumbai,19.076,72.8777,wallet,benef_ce904483ba,completed,791,1148.72,313,0,0,0,none,0,1,2,4,1.11
txn_af56e42abc,cust_00094,merch_c2141d29d8,3363.39,INR,2026-07-06T10:36:48,dev_5ad2e03361,49.98.84.55,Chennai,13.0827,80.2707,upi,benef_4ca2ae17e7,completed,1387,2891.79,478,0,0,0,none,0,0,1,7,1.163
txn_ba5ddc70d6,cust_00191,merch_fd372ae5fa,2091.61,INR,2026-07-02T02:16:36,dev_14c7895e3e,49.209.223.60,Hyderabad,17.385,78.4867,upi,benef_e8b77ec10c,completed,609,2172.79,204,0,0,0,none,1,1,2,1,0.963
txn_f4d17f29ee,cust_00364,merch_d78340946b,4972.49,INR,2026-07-24T18:37:46,dev_b1f4d039e3,49.115.223.235,Kolkata,22.5726,88.3639,upi,benef_289420ebf9,completed,1543,5468.57,261,0,0,0,none,0,2,0,7,0.909
txn_0c80978e10,cust_00065,merch_514e977767,1788.61,INR,2026-06-02T16:15:11,dev_73596a2df7,49.90.165.131,Chennai,13.0827,80.2707,card,benef_da6ca72f72,completed,2201,2578.17,378,0,0,0,none,1,2,3,4,0.694
txn_de22561756,cust_00338,merch_01836b4c1c,6606.3,INR,2026-06-25T08:00:40,dev_38c3d691e0,49.105.168.240,Delhi,28.7041,77.1025,netbanking,benef_05cc7437f9,completed,1953,5319.69,70,0,0,0,none,0,1,3,3,1.242
txn_40adbae94e,cust_00421,merch_c2141d29d8,994.26,INR,2026-07-10T11:03:08,dev_0b6ef95ca5,49.118.28.35,Hyderabad,17.385,78.4867,card,benef_36cc8c217a,completed,1625,2036.55,219,0,0,0,none,0,0,4,2,0.488
txn_257955f03f,cust_00428,merch_314f15c227,1413.55,INR,2026-07-22T23:19:05,dev_fb8b1ac600,49.173.128.36,Kolkata,22.5726,88.3639,netbanking,benef_3d25f78f00,completed,996,3910.02,262,0,0,0,none,1,1,4,9,0.362
txn_6e971e7803,cust_00336,merch_c2141d29d8,1725.03,INR,2026-07-29T20:04:33,dev_734bc5e0db,49.172.232.136,Bengaluru,12.9716,77.5946,netbanking,benef_1091756a8c,completed,958,1586.33,247,0,0,0,none,1,1,3,2,1.087
txn_f737760b10,cust_00101,merch_c84b2d9f81,5353.54,INR,2026-06-28T12:08:25,dev_02c85da559,49.28.149.7,Chennai,13.0827,80.2707,netbanking,benef_006f160c4a,completed,2363,5594.66,158,0,0,0,none,1,2,3,4,0.957
txn_f94c54ee92,cust_00206,merch_07be2912df,3263.87,INR,2026-07-11T15:18:05,dev_73cd5231d8,49.172.32.106,Pune,18.5204,73.8567,netbanking,benef_cae72d5796,completed,1737,2315.51,232,0,0,0,none,0,2,2,5,1.41
txn_cc28be1158,cust_00336,merch_a70bbe3fcf,1502.72,INR,2026-06-08T13:57:28,dev_734bc5e0db,49.172.232.136,Bengaluru,12.9716,77.5946,wallet,benef_1091756a8c,completed,958,1586.33,30,0,0,0,none,0,0,3,1,0.947
txn_53be0c3f64,cust_00064,merch_d78340946b,2547.51,INR,2026-06-02T03:10:18,dev_47c842719f,49.7.169.50,Hyderabad,17.385,78.4867,card,benef_a7fec76eb2,completed,1146,2571.26,488,0,0,0,none,0,1,3,1,0.991
txn_995ca80848,cust_00022,merch_e7abd3f203,3213.31,INR,2026-06-18T15:29:46,dev_411b25abf8,49.96.196.42,Delhi,28.7041,77.1025,upi,benef_0a6a2056fc,completed,2177,3374.46,160,0,0,0,none,0,2,2,2,0.952
txn_8e681f762f,cust_00252,merch_b159d25f91,6624.76,INR,2026-06-22T03:23:41,dev_52538832ca,49.129.136.108,Kolkata,22.5726,88.3639,wallet,benef_2fe48a42d9,completed,822,5807.73,187,0,0,0,none,1,0,3,8,1.141
txn_136ab10cf8,cust_00331,merch_c84b2d9f81,4272.39,INR,2026-06-28T15:00:33,dev_df725c41da,49.144.240.240,Pune,18.5204,73.8567,netbanking,benef_72907e040f,completed,1125,4833.81,340,0,0,0,none,1,0,0,1,0.884
txn_c7f492133d,cust_00066,merch_71143b04d0,1773.76,INR,2026-07-22T06:15:52,dev_998c8b3afa,49.30.225.249,Bengaluru,12.9716,77.5946,wallet,benef_b666816fef,completed,2383,1788.93,293,0,0,0,none,1,2,4,9,0.992
txn_f401125b5d,cust_00112,merch_e2614244ee,2108.56,INR,2026-06-12T23:41:34,dev_79e7353094,49.22.62.185,Hyderabad,17.385,78.4867,netbanking,benef_3dc64d8cda,completed,2279,2616.64,197,0,0,0,none,0,1,0,5,0.806
txn_dc68c7044e,cust_00198,merch_03cef64aef,4377.24,INR,2026-06-25T00:18:25,dev_d5dd827c93,49.176.28.126,Kolkata,22.5726,88.3639,card,benef_40c43937b5,completed,1821,4360.69,395,0,0,0,none,1,2,1,9,1.004
txn_d635259134,cust_00173,merch_3988b86e93,551.44,INR,2026-07-08T19:33:59,dev_7d751c01c0,49.80.202.113,Bengaluru,12.9716,77.5946,upi,benef_1c04a20618,completed,1499,490.18,220,0,0,0,none,1,0,1,8,1.125
