transaction_id,customer_id,merchant_id,amount,currency,timestamp,device_id,ip_address,location,lat,lon,payment_method,beneficiary_id,transaction_status,customer_age_days,customer_avg_amount,customer_transaction_count,previous_fraud_alerts,chargeback_history,is_fraud,fraud_type,velocity_1m,velocity_10m,velocity_1h,velocity_24h,amount_to_baseline_ratio
txn_c5a03241e5,cust_00180,merch_9b22423275,25593.75,INR,2026-07-05T14:07:15,dev_79e7076e3d,49.28.173.60,Pune,18.5204,73.8567,upi,benef_77ae52e8d4,completed,2304,2987.42,268,0,0,1,unusual_amount,1,2,4,10,8.567
txn_d2da2bc0ac,cust_00260,merch_869521008e,5965.91,INR,2026-06-23T11:19:14,dev_67c5f0bda5,49.214.39.141,Hyderabad,17.385,78.4867,netbanking,benef_721f0db50c,completed,2498,5659.29,270,0,0,0,none,0,2,3,10,1.054
txn_f7de703663,cust_00102,merch_eda360a87f,660.1,INR,2026-06-11T11:19:57,dev_26a0feec75,49.242.184.51,Kolkata,22.5726,88.3639,upi,benef_7d1b43b856,completed,999,733.18,302,0,0,0,none,0,1,0,2,0.9
txn_e389c79d55,cust_00404,merch_3988b86e93,32769.6,INR,2026-06-21T11:09:05,dev_0ec09f7366,49.12.237.20,Chennai,13.0827,80.2707,card,benef_912683759b,completed,1153,4201.24,402,0,0,1,unusual_amount,1,1,2,2,7.8
txn_dbee05bcf6,cust_00141,merch_e884316330,1640.11,INR,2026-06-15T13:22:38,dev_a9895b44e3,49.23.81.65,Ahmedabad,23.0225,72.5714,upi,benef_64fec7f68a,completed,1660,2142.66,192,0,0,0,none,0,0,3,3,0.765
txn_54405c64e5,cust_00023,merch_abf9ee9ff5,4387.18,INR,2026-06-25T16:24:54,dev_c3b51d5420,49.126.5.29,Pune,18.5204,73.8567,wallet,benef_3fd0a9a7fe,completed,1264,5595.86,312,0,0,0,none,1,1,4,4,0.784
txn_eeb22142f5,cust_00477,merch_0d1d63e3f9,348.57,INR,2026-06-15T23:18:18,dev_17a501b501,49.133.175.114,Hyderabad,17.385,78.4867,wallet,benef_c8b719ec7d,completed,1412,352.94,388,0,0,1,merchant_abuse,5,12,31,37,0.988
txn_e969f86b4b,cust_00488,merch_01836b4c1c,2971.54,INR,2026-06-02T01:06:24,dev_88458db1b1,49.240.82.34,Pune,18.5204,73.8567,netbanking,benef_eb6b90b849,completed,2333,2504.98,61,0,0,0,none,1,0,0,10,1.186
txn_d190eb966a,cust_00068,merch_3988b86e93,1831.39,INR,2026-06-25T14:10:03,dev_75510d843a,49.99.231.148,Mumbai,19.076,72.8777,wallet,benef_4f7260980c,completed,186,1383.45,273,0,0,0,none,1,2,1,10,1.324
txn_4d9337a5bd,cust_00324,merch_07be2912df,2618.45,INR,2026-07-22T14:08:57,dev_ba3c1aed1c,49.9.147.243,Hyderabad,17.385,78.4867,wallet,benef_2985549d46,completed,786,4292.97,396,0,0,0,none,1,2,1,3,0.61
txn_3b1fdaf824,cust_00023,merch_95a0ec3e14,6048.36,INR,2026-06-01T11:39:35,dev_c3b51d5420,49.126.5.29,Pune,18.5204,73.8567,upi,benef_a5a8020216,completed,1264,5595.86,500,0,0,0,none,0,0,3,5,1.081
txn_63e68f7a85,cust_00335,merch_c84b2d9f81,3173.03,INR,2026-06-11T11:08:56,dev_c4a159e065,49.36.28.158,Chennai,13.0827,80.2707,netbanking,benef_c4b9d4ae35,completed,985,4523.08,340,0,0,0,none,1,2,4,7,0.702
txn_d84c4d75ee,cust_00350,merch_3988b86e93,3428.27,INR,2026-06-07T09:16:11,dev_e0585d2441,49.245.85.78,Chennai,13.0827,80.2707,netbanking,benef_4bd846f782,completed,2351,3620.03,312,0,0,0,none,0,1,2,5,0.947
txn_8bcd0772b4,cust_00001,merch_01836b4c1c,474.5,INR,2026-06-28T08:40:08,dev_53b4c378ed,49.152.109.9,Mumbai,19.076,72.8777,card,benef_30b4b318d1,completed,900,469.84,96,0,0,0,none,0,1,0,1,1.01
txn_0665e71f71,cust_00208,merch_fd372ae5fa,7345.35,INR,2026-06-09T17:55:15,dev_648e5a9219,49.169.124.58,Delhi,28.7041,77.1025,netbanking,benef_c14d13056a,completed,1439,5129.47,254,0,0,0,none,1,2,3,1,1.432
txn_a524ecba3d,cust_00041,merch_0d1d63e3f9,6406.3,INR,2026-06-01T14:47:44,dev_ec65d6c389,49.49.76.56,Delhi,28.7041,77.1025,upi,benef_9a77b1b45b,completed,2377,5821.64,362,0,0,0,none,1,1,3,3,1.1
txn_bda885fcb6,cust_00367,merch_71143b04d0,2462.42,INR,2026-07-26T18:13:50,dev_cb5f0fd9cb,49.173.185.140,Ahmedabad,23.0225,72.5714,netbanking,benef_7485b2a82a,completed,1558,2717.53,144,0,0,0,none,0,0,4,7,0.906
txn_a7bbc4d96a,cust_00072,merch_869521008e,5630.49,INR,2026-06-28T12:03:41,dev_3b86f36a89,49.50.108.171,Delhi,28.7041,77.1025,upi,benef_d5aa09fcfb,completed,717,5660.07,160,0,0,0,none,1,2,3,1,0.995
txn_9199dd941c,cust_00439,merch_c84b2d9f81,33068.05,INR,2026-06-27T05:37:21,dev_242b49f1ed,49.77.12.208,Mumbai,19.076,72.8777,wallet,benef_3d3c9b5e68,completed,97,4351.44,169,0,0,1,new_beneficiary_high_amount,0,1,0,1,7.599
txn_90f5a6bc6d,cust_00310,merch_0d1d63e3f9,4208.74,INR,2026-07-12T04:59:55,dev_1671bea868,49.24.242.101,Bengaluru,12.9716,77.5946,card,benef_6e1ab03a4e,completed,991,3181.03,79,0,0,1,merchant_abuse,4,18,40,21,1.323
txn_a80340fe6e,cust_00290,merch_ea7ea275c9,4078.4,INR,2026-06-10T17:02:53,dev_5daf0275f0,49.32.253.52,Hyderabad,17.385,78.4867,wallet,benef_d59a6e7b13,completed,974,4814.77,391,0,0,0,none,0,0,2,6,0.847
txn_efc90f5185,cust_00092,merch_eda360a87f,474.25,INR,2026-07-04T01:14:03,dev_19c193ee62,49.252.160.137,Delhi,28.7041,77.1025,wallet,benef_471f378a9a,completed,1618,453.71,4,0,0,0,none,0,1,3,9,1.045
txn_b683baa51a,cust_00169,merch_e2614244ee,1999.06,INR,2026-06-25T22:10:12,dev_d1f7f944b5,49.61.98.147,Mumbai,19.076,72.8777,netbanking,benef_505825e9d3,completed,1216,2346.07,324,0,0,1,shared_device,1,1,3,8,0.852
txn_4a06d33ce7,cust_00057,merch_5b4ca87e59,2011.79,INR,2026-07-11T03:42:57,dev_97daab584f,49.140.10.214,Delhi,28.7041,77.1025,netbanking,benef_f6b0348edd,completed,2268,2404.53,98,0,0,0,none,1,1,4,1,0.837
txn_77b7b1ec2a,cust_00180,merch_5ca7180d9a,2740.89,INR,2026-06-26T08:37:31,dev_79e7076e3d,49.28.173.60,Pune,18.5204,73.8567,netbanking,benef_2e2b42b888,completed,2304,2987.42,435,0,0,0,none,0,0,2,8,0.917
txn_f560afd8f7,cust_00165,merch_e7abd3f203,722.27,INR,2026-07-05T02:13:58,dev_4e7e2a84c1,49.234.150.37,Ahmedabad,23.0225,72.5714,card,benef_709cccc45e,completed,1045,1623.47,395,0,0,0,none,0,0,2,6,0.445
txn_7f2b890a06,cust_00223,merch_ea7ea275c9,490.8,INR,2026-07-09T11:09:09,dev_8522303fbf,49.75.30.104,Kolkata,22.5726,88.3639,card,benef_5a8e9c132c,completed,1335,418.88,447,0,0,0,none,1,1,0,10,1.172
txn_c2a35b2410,cust_00314,merch_0d1d63e3f9,3003.74,INR,2026-06-23T23:07:31,dev_e3d9ec51b6,49.142.74.19,Pune,18.5204,73.8567,wallet,benef_6354e6bb2e,completed,1849,2502.19,247,0,0,1,merchant_abuse,7,15,33,58,1.2
txn_ede70734f4,cust_00163,merch_e884316330,1042.75,INR,2026-06-25T09:52:03,dev_db9453a089,49.92.96.111,Chennai,13.0827,80.2707,upi,benef_a25e062c21,completed,2180,1129.75,189,0,0,0,none,0,1,2,2,0.923
txn_3a871b029d,cust_00456,merch_a7156e2770,6732.25,INR,2026-06-17T15:40:07,dev_26632d6720,49.147.30.69,Mumbai,19.076,72.8777,card,benef_e29b8ac29e,completed,1507,4718.14,342,0,0,0,none,0,2,4,9,1.427
txn_ce863423ed,cust_00129,merch_c2141d29d8,4066.79,INR,2026-06-06T03:22:51,dev_dbe0775195,49.1.105.116,Delhi,28.7041,77.1025,card,benef_135f84b7e4,completed,1929,4229.42,303,0,0,0,none,0,0,2,1,0.962
txn_405f23a013,cust_00184,merch_c2141d29d8,32068.61,INR,2026-06-20T20:28:12,dev_b00c988fe5,103.68.183.250,Kolkata,22.5726,88.3639,netbanking,benef_76bd988fb5,completed,1704,1180.78,389,0,0,1,coordinated_cluster,4,20,34,26,27.159
txn_2dd3229f3b,cust_00013,merch_4b2372e333,4158.59,INR,2026-07-02T19:21:05,dev_bcd06fb09c,49.69.17.55,Kolkata,22.5726,88.3639,netbanking,benef_03c80a2ef7,completed,2328,5504.88,171,0,0,0,none,1,2,0,7,0.755
txn_4b1ced7428,cust_00300,merch_bd45cae8e0,928.93,INR,2026-07-07T09:51:27,dev_36223a1e28,49.212.222.8,Bengaluru,12.9716,77.5946,card,benef_2cb17f5e83,completed,2367,762.97,328,0,0,0,none,1,1,4,6,1.218
txn_dff45b4d64,cust_00430,merch_0d1d63e3f9,4954.03,INR,2026-07-15T01:10:39,dev_ac90a6fcb8,49.137.130.237,Kolkata,22.5726,88.3639,upi,benef_b623fd4cb6,completed,1718,5546.24,120,0,0,1,velocity_burst,4,16,20,47,0.893
txn_8c80801967,cust_00095,merch_dd82948f35,2853.8,INR,2026-07-17T23:34:40,dev_301ced02a3,49.193.244.213,Chennai,13.0827,80.2707,netbanking,benef_7c3f0f644f,completed,340,2702.92,200,0,0,0,none,1,0,1,8,1.056
txn_e9c8c420f8,cust_00149,merch_abf9ee9ff5,3332.01,INR,2026-07-05T08:22:18,dev_7066c01d6e,49.198.203.219,Chennai,13.0827,80.2707,upi,benef_106ff9941f,completed,2084,2665.17,230,0,0,0,none,0,0,0,3,1.25
txn_1365ab8b46,cust_00432,merch_07be2912df,1811.16,INR,2026-06-21T14:43:48,dev_cf984138cc,49.169.171.91,Hyderabad,17.385,78.4867,card,benef_8c925d2705,completed,186,1248.13,332,0,0,0,none,1,2,1,5,1.451
txn_1cdfacb642,cust_00306,merch_fd372ae5fa,1787.45,INR,2026-07-28T21:48:46,dev_73e013ea0d,103.70.135.17,Hyderabad,17.385,78.4867,wallet,benef_9dfc0f1565,completed,582,2862.7,395,0,0,1,shared_ip,1,0,3,7,0.624
txn_05148d42dd,cust_00090,merch_2029e75855,4276.25,INR,2026-07-27T23:20:42,dev_0b380fbc0a,49.125.57.70,Hyderabad,17.385,78.4867,wallet,benef_68e2a3425a,completed,123,2784.27,206,0,0,0,none,0,1,2,10,1.536
txn_d8a7e455d4,cust_00083,merch_c2141d29d8,3460.09,INR,2026-07-02T18:07:14,dev_6ac8f25aa6,49.191.221.122,Delhi,28.7041,77.1025,card,benef_c77d557912,completed,1017,2865.4,38,0,0,0,none,1,0,3,9,1.208
txn_4f89c3f5e3,cust_00295,merch_eda360a87f,37263.93,INR,2026-06-11T10:45:10,dev_b00c988fe5,103.70.135.17,Delhi,28.7041,77.1025,card,benef_76bd988fb5,completed,513,5248.81,482,2,0,1,coordinated_cluster,9,9,21,41,7.1
txn_787081f069,cust_00328,merch_abf9ee9ff5,6012.71,INR,2026-06-24T16:57:43,dev_d424c6bae0,49.140.91.174,Pune,18.5204,73.8567,wallet,benef_4031865b82,completed,1087,4700.34,20,0,0,0,none,1,2,3,6,1.279
txn_82c9f79bad,cust_00246,merch_dd82948f35,883.94,INR,2026-07-27T19:49:49,dev_4c68d16e1d,49.76.217.202,Mumbai,19.076,72.8777,netbanking,benef_d3c062dee8,completed,2215,876.5,189,0,0,0,none,0,2,3,6,1.008
